Title,Success
Morphological response of planktic foraminifers to habitat modifications associated with the emergence of the Isthmus of Panama,4.49
Lipoprotein(a) and risk of sudden cardiac death in middle-aged Finnish men: A new prospective cohort study,14.26
"Surgical timing after chemoradiotherapy for rectal cancer, analysis of technique (STARRCAT): results of a feasibility multi-centre randomized controlled trial",6.05
Mechanical and metallurgical properties of dissimilar AA6061-T6 and AA7277-T6 joint made by FSW technique,21.3
Practice of diclofenac sodium for the hydrothermal growth of NiO nanostructures and their application for enzyme free glucose biosensor,5.84
Assessing the cardiology community position on transradial intervention and the use of bivalirudin in patients with acute coronary syndrome undergoing invasive management: Results of an EAPCI survey,10.96
Robotic hand posture and compliant grasping control using operational space and integral sliding mode control,8.79
Valuation of debris flow mitigation measures in tourist towns: a case study on Hongchun gully in southwest China,2.85
The influence of cemented femoral stem choice on the incidence of revision for periprosthetic fracture after primary total hip arthroplasty: An analysis of national joint registry data,10.96
Determination of aragonite trace element distribution coefficients from speleothem calcite–aragonite transitions,23.35
Effect of surfactant headgroup on low-fluorine-content CO2-philic hybrid surfactants,6.77
Hydrostatic and caustic mass profiles of galaxy clusters,17.04
Short-term outcome of substance-induced psychotic disorder in a large UK first episode psychosis cohort,5.78
Effect of full crown preparation on pulpal blood flow in man,4.67
The mandible and dentition of the Early Cretaceous monotreme Teinolophos trusleri,9.46
Distinct Salmonella Enteritidis lineages associated with enterocolitis in high-income settings and invasive disease in low-income settings,45.62
Identification of a new locus at 16q12 associated with time to asthma onset,16.44
Phase II study of radiotherapy and temsirolimus versus radiochemotherapy with temozolomide in patients with newly diagnosed glioblastoma without MGMT promoter hypermethylation (EORTC 26082),32.88
Trans-ancestry meta-analyses identify rare and common variants associated with blood pressure and hypertension,75.5
 Department of Medicine,Journal Not Found
"The genetics of blood pressure regulation and its target organs from association studies in 342,415 individuals",100.5
 TX,Journal Not Found
Plant virus infections control stomatal development,10.86
Historical volcanism and the state of stress in the east African rift system,Journal Not Found
Prevalence and correlates of psychotic experiences amongst children of depressed parents,4.89
Plastic microfibre ingestion by deep-sea organisms,49.86
Plasma-liquid interactions: A review and roadmap,195.82
Insulin receptor isoform variations in prostate cancer cells,Journal Not Found
Modelling the climatic niche of turtles: A deep-time perspective,8.25
The impact of glacier geometry on meltwater plume structure and submarine melt in Greenland fjords,30.01
Lateral Growth of 1D Core-Crystalline Micelles upon Annealing in Solution,15.36
Adjusting inequalities for detection-loophole-free steering experiments,Journal Not Found
Density distribution of pharyngeal carriage of meningococcus in healthy young adults: New approaches to studying the epidemiology of colonization and vaccine indirect effects,7.51
Exploring methods the for selection and integration of stakeholder views in the development of core outcome sets: A case study in reconstructive breast surgery,5.67
Probing Photochemically and Thermally Induced Isomerization Reactions in α-Pyrone,8.25
A de Novo Virus-Like Topology for Synthetic Virions,38.55
Prevalence and severity of depressive symptoms in relation to rural-to-urban migration in India: A cross-sectional study,Journal Not Found
Sufficient trial size to inform clinical practice,15.09
Laser induced ultrasonic phased array using full matrix capture data acquisition and total focusing method,10.24
EXtended ACquisition Time (EXACT) NMR—A Case for ′Burst′ Non-Uniform Sampling,14.32
HIV and tuberculosis in prisons in sub-Saharan Africa,28.1
"The perfect storm: incarceration and the high-risk environment perpetuating transmission of HIV, hepatitis C virus, and tuberculosis in Eastern Europe and Central Asia",63.1
"Adalimumab for prevention of uveitic flare in patients with inactive non-infectious uveitis controlled by corticosteroids (VISUAL II): a multicentre, double-masked, randomised, placebo-controlled phase 3 trial",77.1
"Rh-Catalyzed Reactions of 1,4-Benzoquinones with Electrophiles: C-H Iodination, Bromination, and Phenylselenation",22.66
Performance of autonomous quantum thermal machines: Hilbert space dimension as a thermodynamical resource,13.64
Back-gate current neutralisation feedback loop for high-input impedance neural FEAs,4.05
Comparing classical and quantum equilibration,3.64
Mixed shell element for static and buckling analysis of variable angle tow composite plates,18.02
Evidence of moisture control on the methylation of branched glycerol dialkyl glycerol tetraethers in semi-arid and arid soils,33.35
Gambling problems in treatment for affective disorders: Results from the National Epidemiologic Survey on Alcohol and Related Conditions (NESARC),11.47
Bending and benchmark of zero Poisson's ratio cellular structures,16.02
Structural investigation of gallate glass using L3-edge extended X-ray absorption spectroscopy and computer simulation,6.92
An introduction to twisted particle filters and parameter estimation in non-linear state-space models,13.14
"Shallow earthquake inhibits unrest near Chiles–Cerro Negro volcanoes, Ecuador–Colombian border",14.27
"Capture-Collapse Heterocyclization: 1,3-Diazepanes by C-N Reductive Elimination from Rhodacyclopentanones",26.55
Background complexity and the detectability of camouflaged targets by birds and humans,28.25
Tr1-like T cells - An enigmatic regulatory t cell lineage,Journal Not Found
"High-Performance HR Practices, Work Stress and Quit Intentions in the Public Health Sector: Does person–organization fit matter?",8.81
Examining Audit Committees in the Corporate Governance of Public Bodies,8.81
Parenting programmes for incarcerated parents,6.03
Video feedback for improving parental sensitivity and attachment,6.03
H-ATLAS: A candidate high redshift cluster/protocluster of star-forming galaxies,13.04
Compressible vapour flow in conduits and fractures,8.83
Joint longitudinal hurdle and time-to-event models: an application related to viral load and duration of the first treatment regimen in patients with HIV initiating therapy,6.49
Targeted supplementation design for improved production and quality of enveloped viral particles in insect cell-baculovirus expression system,6.14
A RESOLVED MAP of the INFRARED EXCESS in A LYMAN BREAK GALAXY at z = 3,15.57
The global burden of viral hepatitis from 1990 to 2013: findings from the Global Burden of Disease Study 2013,298.1
Adalimumab in patients with active noninfectious uveitis,98.25
Laser Ablation - Accelerator Mass Spectrometry: An Approach for Rapid Radiocarbon Analyses of Carbonate Archives at High Spatial Resolution,11.74
Quantum mechanics of Drude oscillators with full Coulomb interaction,Journal Not Found
The dynamics of ‘market-making’ in higher education,14.41
Domestic violence and mental health in older adults,7.95
International Network of Chronic Kidney Disease cohort studies (iNET-CKD): A global network of chronic kidney disease cohorts,15.04
"The European VAT Oxymoron: A pragmatic solution for welfare, especially in times of crisis?",2.5
On random-and systematic-scan samplers,3.32
"‘Story of a friendship’: Alan Bush, Grigorii Shneerson and cultural diplomacy before and during the Cold War",1.58
"‘Event, politics, and space: Rancière or Badiou’?",3.57
Brothers in musical arms: the wartime correspondence of Dmitrii Shostakovich and Henry Wood,1.58
Classification and suitability of sensing technologies for activity recognition,18.97
Integrability and strong normal forms for non-autonomous systems in a neighbourhood of an equilibrium,2.54
Ebola and Global Airline Business: An Integrated Framework of Companies’ Responses to Adverse Environmental Shock,3.39
Complexity in a Systems Engineering Organization: An Empirical Case Study,2.68
A Diversity Model Based on Failure Distribution and its Application in Safety Cases,4.99
Origin of the concept of the quiescent centre of plant roots,5.88
Stereo vision-based road estimation assisted by efficient planar patch calculation,6.4
Bluebelle study (phase A): A mixed-methods feasibility study to inform an RCT of surgical wound dressing strategies,8.09
"Emerging economies, emerging challenges: Mobilising and capturing value from big data",20.92
"The evolution of science, technology and innovation policies: A review of the Ghanaian experience",21.92
Cerebral Hypoperfusion and the Energy Deficit in Alzheimer's Disease,22.33
An integrative process model of organisational failure,20.81
Halal stunning and slaughter: Criteria for the assessment of dead animals,11.89
Installing hydrolytic activity into a completely de novo protein framework,61.78
The impact of global aviation NOx emissions on tropospheric composition changes from 2005 to 2011,10.35
Gamma glutamyltransferase and risk of future dementia in middle-aged to older Finnish men: A new prospective cohort study,22.28
Interpretation of pleural fluid biochemistry,1.75
Digital platform for improving non-radiologists’ and radiologists’ interpretation of chest radiographs for suspected tuberculosis — a method for supporting task-shifting in developing countries,8.18
Physical activity engagement in early rheumatoid arthritis: a qualitative study to inform intervention development,9.97
Similarities and differences in the historical records of lava dome-building volcanoes: Implications for understanding magmatic processes and eruption forecasting,20.53
Does inflammation induced by ultraviolet B and heat rekindling alter pain-related behaviour in rats?,3.26
"Global policy paradigms, gender equality and everyday lives in Beijing, Hong Kong, Seoul and Taipei [Paradigmas de política global, igualdad de género y vidas cotidianas en Beijing, Hong Kong, Seúl y Taipei]",3.18
Lack of a standardised UK care pathway resulting in national variations in management and outcomes of paediatric small area scalds,3.4
Registration and modeling from spaced and misaligned image volumes,10.25
Contractile Dysfunction in Sarcomeric Hypertrophic Cardiomyopathy,10.06
Phase IIb clinical trial of ranibizumab for the treatment of uveitic and idiopathic choroidal neovascular membranes,5.76
Highlighting Relationships of a Smartphone's Social Ecosystem in Potentially Large Investigations,14.81
Survival in individuals living with HIV,6.6
Sensitivity analysis for the effects of multiple unmeasured confounders,8
B-Flow Imaging in Lower Limb Peripheral Arterial Disease and Bypass Graft Ultrasonography,6
What's the Use of a Hashtag? A Case Study,2.16
Propagation of Gaussian beams in the presence of gain and loss,5.84
Cerebral Thrombotic Complications Related to l -Asparaginase Treatment for Acute Lymphoblastic Leukemia,3.97
A systematic review of early life factors which adversely affect subsequent lung function,16.46
Cohort mortality risk or adverse selection in annuity markets?,4.89
The timeliness of UK private company financial reporting: Regulatory and economic influences,6.81
Long-term efficacy and safety of transanal irrigation in multiple sclerosis,9.64
Reporting standards of studies and papers on the prevention and management of foot ulcers in diabetes: required details and markers of good quality,39.17
Indirect payments: when the Mental Capacity Act interacts with the personalisation agenda,5.45
Distribution of glycerol dialkyl glycerol tetraether (GDGT) lipids in a hypersaline lake system,12.6
Temporal patterns of alcohol consumption and attempts to reduce alcohol intake in England,7.16
Impact of ART on the fertility of HIV-positive women in sub-Saharan Africa,13.45
Adaptive mesh refinement versus subgrid friction interpolation in simulations of Antarctic ice dynamics,11.61
The role of co-opetition in low carbon manufacturing,31.58
Second Life adoption in education: A motivational model based on Uses and Gratifications theory,23.38
Estimation of the Bistable Zone for Machining Operations for the Case of a Distributed Cutting-Force Model,Journal Not Found
Magnetic field distribution and operating characteristics of a hybrid excitation generator based on integrated brushless excitation,4.32
Chinese females׳ date refusals in reality TV shows: Expressing involvement or independence?,6.94
"Early miocene large-volume ignimbrites of the Oxaya formation, central andes",12.18
Rapidly bounding the exceedance probabilities of high aggregate losses,3.17
Tectonics and crustal evolution,32.26
Reversing gene expression in cardiovascular target organs following chronic depression of the paraventricular nucleus of hypothalamus and rostral ventrolateral medulla in spontaneous hypertensive rats,7.52
Detection and photothermal actuation of microcantilever oscillations in air and liquid using a modified DVD optical pickup,5.29
Cerebellar-inspired algorithm for adaptive control of nonlinear dielectric elastomerbased artificial muscle,8.39
A diagnostic GDGT signature for the impact of hydrothermal activity on surface deposits at the Southwest Indian Ridge,7.6
East-European immigrants responding to the recession in Britain: is there a trade-off between unemployment and over-qualification?,8.61
Extraoral cutaneous sinus tracts of dental origin in the paediatric patient. A report of three cases and a review of the literature,3.97
Conditional Beliefs of Primary-Care Patients with Treatment-Resistant Depression,3.2
Technical Note: Development of a 3D printed subresolution sandwich phantom for validation of brain SPECT analysis,6.08
High-Precision Mass-Dependent Molybdenum Isotope Variations in Magmatic Rocks Determined by Double-Spike MC-ICP-MS,16.29
Prediction of landing gear loads using machine learning techniques,8.56
Prison and community populations at ultra-high risk of psychosis: Differences and challenges for service provision,4.63
The relative responsiveness of test instruments can be estimated using a meta-analytic approach: an illustration with treatments for depression,9.26
Latent class analysis of incomplete data via an entropy-based criterion,3.09
"Shifting landscapes: from coalface to quick sand? Teaching Geography, Earth and Environmental Sciences in Higher Education",6.59
Local policies to tackle a national problem: Comparative qualitative case studies of an English local authority alcohol availability intervention,13.93
Spatial distribution modelling reveals climatically suitable areas for bumblebees in undersampled parts of the Iberian Peninsula,7.76
Primary spontaneous pneumothorax: A cohort study of VATS with talc poudrage,13.6
The management of benign non-infective pleural effusions,10.69
We are more selfish than we think: The endowment effect and reward processing within the human medial-frontal cortex,5.68
Fusion Rule for Cooperative Spectrum Sensing in Cognitive Radio,6.56
Exploring practical approaches to maximising data quality in electronic healthcare records in the primary care setting and associated benefits. Report of panel-led discussion held at SAPC in July 2014,Journal Not Found
"Perceptual visual dysfunction, physical impairment and quality of life in Bangladeshi children with cerebral palsy",7.76
Buckling of hybrid nanocomposites with embedded graphene and carbon nanotubes,7.83
Optimizing Transgene Configuration and Protein Fusions to Maximize Dopamine Production for the Gene Therapy of Parkinson's Disease,7.36
Shear wave anisotropy in northwestern South America and its link to the Caribbean and Nazca subduction geodynamics,7.56
Transient Thermoreflectance for Gate Temperature Assessment in Pulse Operated GaN-Based HEMTs,14.2
Medical students' cognitive load in volumetric image interpretation: Insights from human-computer interaction and eye movements,13.07
The new paradigm of an anti-lock braking system for a full electric vehicle: Experimental investigation and benchmarking,10.14
Quantitative analysis of Paratethys sea level change during the Messinian Salinity Crisis,13.58
A spectral characterization of nonlinear normal modes,8.7
"A multicellular organism with embedded cell clusters from the Ediacaran Weng'an biota (Doushantuo Formation, South China)",5.32
Examining the thermal behaviour of novel aromatic polybenzoxazine blends containing an organophosphorous compound and polyhedral oligomeric silsesquioxane reagents,4.7
Correlation and causation in tree-ring-based reconstruction of paleohydrology in cold semiarid regions,11.89
"Baseline and long-term gamma-glutamyltransferase, heart failure and cardiac arrhythmias in middle-aged Finnish men: Prospective study and pooled analysis of published evidence",14.43
High body mass index and cancer risk—a Mendelian randomisation study,14.31
Route-asymmetrical light transmission of a fiber-chip-fiber optomechanical system,3.35
A metaanalysis of interventions to improve adherence to lipid-lowering medication,3.65
Radiotherapy for Prostate Cancer: is it ‘what you do’ or ‘the way that you do it’? A UK Perspective on Technique and Quality Assurance,4.58
Total ankle replacement versus arthrodesis (TARVA): protocol for a multicentre randomised controlled trial,6.09
Cardiac cytochrome c and cardiolipin depletion during anthracycline-induced chronic depression of mitochondrial function,15.02
Pregnancy and childhood exposure to residential traffic noise and overweight at 7 years of age,16.82
Expert elicitation on the uncertainties associated with chronic wasting disease,6.19
Methods for U-series dating of CaCO3 crusts associated with Palaeolithic cave art and application to Iberian sites,16.67
Time to go global: A consultation on global health competencies for postgraduate doctors,5.02
Current status of transcatheter valve therapy in Europe: Results from an EAPCI survey,25.96
5G-XHaul: a converged optical and wireless solution for 5G transport networks,Journal Not Found
Mirabegron as Add-On Treatment to Solifenacin in Patients with Incontinent Overactive Bladder and an Inadequate Response to Solifenacin Monotherapy,20.17
Promising electrochemical performance of high-surface-area boron-doped diamond/carbon nanotube electroanalytical sensors,10.87
In utero exposure to organochlorine pesticides and early menarche in the Avon Longitudinal Study of Parents and Children,8.82
Using expert judgments to improve chronic wasting disease risk management in Canada,6.19
"Fish and tetrapod communities across a marine to brackish salinity gradient in the Pennsylvanian (early Moscovian) Minto Formation of New Brunswick, Canada, and their palaeoecological and palaeogeographical implications",9.65
Connectivity in the deep: Phylogeography of the velvet belly lanternshark,9.16
Acoustic identification of Mexican bats based on taxonomic and ecological constraints on call design,19.22
Development and Validation of Consensus Contouring Guidelines for Adjuvant Radiation Therapy for Bladder Cancer After Radical Cystectomy,19.96
Is extracorporeal shockwave therapy combined with isokinetic exercise more effective than extracorporeal shockwave therapy alone for subacromial impingement syndrome? A randomized clinical trial,8.75
A simulated avalanche search and rescue mission induces temporary physiological and behavioural changes in military dogs,10.1
GAMA/H-ATLAS: A meta-analysis of SFR indicators - comprehensive measures of the SFR-M* relation and cosmic star formation history at z < 0.4,40.04
A neural network underlying circadian entrainment and photoperiodic adjustment of sleep and activity in Drosophila,32.39
Identifying key parent-reported symptoms for detecting depression in high risk adolescents,3.89
Tuning the spin Hall effect of Pt from the moderately dirty to the superclean regime,Journal Not Found
Time-reversal constraint limits unidirectional photon emission in slow-light photonic crystals,9.27
Critical Casimir interactions and colloidal self-assembly in near-critical solvents,10
"Cross-sectional study of Fasciola gigantica and other trematode infections of cattle in Edu Local Government Area, Kwara State, north-central Nigeria",12.79
"Rhizovarins A-F, Indole-Diterpenes from the Mangrove-Derived Endophytic Fungus Mucor irregularis QEN-189",29.31
Post-mortem assessment in vascular dementia: Advances and aspirations,31.82
A possible four-phase coexistence in a single-component system,16.91
Comparison of methods for predicting the compositional dependence of the density and refractive index of organic-aqueous aerosols,17.25
4D fibrous materials: Characterising the deployment of paper architectures,10.88
Damage initiation and structural degradation through resonance vibration: Application to composite laminates in fatigue,14.09
Rubinstein-Taybi syndrome type 2: Report of nine new cases that extend the phenotypic and genotypic spectrum,6.92
Explicitly correlated coupled-cluster theory with Brueckner orbitals,8
X-ray sources in dwarf galaxies in the Virgo cluster and the nearby field,5.04
Calmodulin regulates human ether à Go-Go 1 (hEAG1) potassium channels through interactions of the Eag domain with the cyclic nucleotide binding homology domain,9.54
Microfibres and macroscopic films from the coordination-driven hierarchical self-Assembly of cylindrical micelles,26.91
Asymmetric Reduction of Lactam-Based β-Aminoacrylates. Synthesis of Heterocyclic β2-Amino Acids,14.66
Average-Case Complexity Versus Approximate Simulation of Commuting Quantum Computations,40.08
"Piketty, capital and education: a solution to, or problem in, rising social inequalities?",11.16
The under-recognition of the significance of social class conceptions of education in Piketty’s Capital,4.16
Regulation of AURORA B function by mitotic checkpoint protein MAD2,4.8
Pigmented anatomy in carboniferous cyclostomes and the evolution of the vertebrate eye,13.25
Antarctic last interglacial isotope peak in response to sea ice retreat not ice-sheet collapse,22.91
Canine olfactory ensheathing cells from the olfactory mucosa can be engineered to produce active chondroitinase ABC,5.53
Stiffness tailoring of elliptical composite cylinders for axial buckling performance,17.02
XPS Study of Ion Irradiated and Unirradiated UO2 Thin Films,19.2
Impact by pancreatic stellate cells on epithelial-mesenchymal transition and pancreatic cancer cell invasion: Adding a third dimension in vitro,15.96
Crystallisation driven by sedimentation: A particle resolved study,5.15
Blocked Shape Memory Effect in Negative Poisson's Ratio Polymer Metamaterials,18.65
Molecular hydrogen storage in fullerenes – A dispersion-corrected density functional theory study,14.6
"Structural basis of metallo-β-lactamase, serine-β-lactamase and penicillin-binding protein inhibition by cyclic boronates",58.91
University-based professional learning for women teachers and the ‘to care’ or ‘to lead’ dilemma,5.84
Curating popular music heritage: storytelling and narrative engagement in popular music museums and exhibitions,4.05
Shape morphing Kirigami mechanical metamaterials,31.86
Microwave Realization of the Gaussian Symplectic Ensemble,13.08
Relative thermalization,6.64
Reconstruction of bacterial transcription-coupled repair at single-molecule resolution,35.09
Oxidative stress-related biomarkers in multiple sclerosis: A review,9.42
At sea with disability! Transformative learning in medical undergraduates voyaging with disabled sailors,7.33
Timing Channels in Bluetooth Low Energy,5.51
Symptomatic and quality-of-life outcomes after treatment for clinically localised prostate cancer: a systematic review,24.87
Secular variations in seawater chemistry controlling dolomitization in shallow reflux systems: Insights from reactive transport modelling,11.71
"You-Do, I-Learn: Egocentric unsupervised discovery of objects and their modes of interaction towards video-based guidance",16.97
Creative processes: From interventions in art to intervallic experiments through Bergson,11.88
The Chinese pareiasaurs,11.26
Uniform bounds on sup-norms of holomorphic forms of real weight,4.09
On the phase-space distribution of Bloch eigenmodes for periodic point scatterers,3.54
Aposematism: Balancing salience and camouflage,15.69
Patients' and clinicians' experiences of holistic needs assessment using a cancer distress thermometer and problem list: A qualitative study,9.66
"Methods to induce labour: a systematic review, network meta-analysis and cost-effectiveness analysis",16.39
Examining the association between early life social adversity and BMI changes in childhood: a life course trajectory analysis,Journal Not Found
Psychometric properties of the Family Resilience Assessment Scale: A Singaporean perspective,6.91
Morphing elastically lofted transition for active camber control surfaces,11.55
A randomised controlled feasibility and proof-of-concept trial in delayed gastric emptying when metoclopramide fails: We should revisit nasointestinal feeding versus dual prokinetic treatment: Achieving goal nutrition in critical illness and delayed gastric emptying: Trial of nasointestinal feeding versus nasogastric feeding plus prokinetics,Journal Not Found
High prevalence of Felis catus gammaherpesvirus 1 infection in haemoplasma-infected cats supports co-transmission,11.37
Potential pleiotropic beneficial effects of adjuvant melatonergic treatment in posttraumatic stress disorder,34.59
Evaluation and Classification of Stress Urinary Incontinence: Current Concepts and Future Directions,6.21
"Big Data in the construction industry: A review of present status, opportunities, and future trends",55.65
The Euclid-Mullin graph,4.32
Institutional shareholder activism in Nigeria,2.64
Forest resampling for distributed sequential Monte Carlo,Journal Not Found
Consumer perceptions of free-range laying hen welfare,20.2
A selective metasurface absorber with an amorphous carbon interlayer for solar thermal applications,18.58
Strategies and tactics for local market making in the Temporary Staffing Industry,7.59
Patient burden during appointment-making telephone calls to GP practices,14.33
Impact of Smart Metering Data Aggregation on Distribution System State Estimation,16.87
Stroke onset time estimation from multispectral quantitative magnetic resonance imaging in a rat model of focal permanent cerebral ischemia,7.4
Synthesis and Solution Self-Assembly of Polyisoprene-block-poly(ferrocenylmethylsilane): A Diblock Copolymer with an Atactic but Semicrystalline Core-Forming Metalloblock,11.89
Soil reaction to lateral harmonic pile motion,14.95
Dynamic behaviour of auxetic gradient composite hexagonal honeycombs,42.02
Transcriptome analysis of Streptococcus gordonii Challis DL1 indicates a role for the biofilm-associated fruRBA operon in response to Candida albicans,6.57
Model-based network meta-analysis: A framework for evidence synthesis of clinical trial data,9.5
Risk Assessment for Mobile Systems Through a Multilayered Hierarchical Bayesian Network,20.81
Influence of nanorubber toughening on the tensile deformation and tensile fatigue behaviour of a carbon fibre-reinforced epoxy composite,5.07
Soil moisture deficit estimation using satellite multi-angle brightness temperature,8.56
Micro/macro approach for prediction of matrix cracking evolution in laminated composites,10.07
Fast Model Predictive Control for Multilevel Cascaded H-Bridge STATCOM with Polynomial Computation Time,29.57
Contextual barriers to implementation in primary care: An ethnographic study of a programme to improve chronic kidney disease care,5.3
Mid-to-late Marine Isotope Stage 3 mammal faunas of Britain: a new look,4.9
Effects of Aquatic Exercise on Sleep in Older Adults with Mild Sleep Impairment: a Randomized Controlled Trial,9.42
Are photographs a suitable alternative to dental study casts when assessing primary surgical outcome in children born with unilateral cleft lip and palate?,5.29
In-situ repair of composite sandwich structures using cyanoacrylates,7.42
"Microvertebrates from multiple bone beds in the Rhaetian of the M4–M5 motorway junction, South Gloucestershire, U.K.",5.9
The major cerebral arteries proximal to the Circle of Willis contribute to cerebrovascular resistance in humans,15.57
Stressful Life Events During Pregnancy and Offspring Depression: Evidence From a Prospective Cohort Study,15.46
The use of vector bootstrapping to improve variable selection precision in Lasso models,3.36
Hadley circulation and precipitation changes controling black shale deposition in the Late Jurassic Boreal Seaway,Journal Not Found
The evaluation of two commercial electric sheep stunning systems: Current applied and the effect on heart function,3.94
The stunning and slaughter of cattle within the EU: A review of the current situation with regard to the halal market,11.94
Stabilizing skateboard speed-wobble with reflex delay,9.39
Realization of qudits in coupled potential wells,4.28
Unidirectional carbon fibre reinforced polyamide-12 composites with enhanced strain to tensile failure by introducing fibre waviness,16.42
"Plasma equol concentration is not associated with breast cancer and fibrocystic breast conditions among women in Shanghai, China",5.45
Classes of antihypertensive agents and mortality in hypertensive patients with type 2 diabetes—Network meta-analysis of randomized trials,16.32
Data and methods to characterize the role of sex work and to inform sex work programs in generalized HIV epidemics: evidence to challenge assumptions,10
Ecomorphological determinations in the absence of living analogues: The predatory behavior of the marsupial lion (Thylacoleo carnifex) as revealed by elbow joint morphology,8.05
Comparative assessment of chewing gum and ibuprofen in the management of orthodontic pain with fixed appliances: A pragmatic multicenter randomized controlled trial,9.7
Comparison of associations of maternal peri-pregnancy and paternal anthropometrics with child anthropometrics from birth through age 7 y assessed in the Danish National Birth Cohort,16.12
A Dual Three-Level Inverter-Based Open-End Winding Induction Motor Drive with Averaged Zero-Sequence Voltage Elimination and Neutral-Point Voltage Balance,20.57
Scientific drilling projects in ancient lakes: Integrating geological and biological histories,11.71
Body Mass Index and Depressive Symptoms: Testing for Adverse and Protective Associations in Two Twin Cohort Studies,5.89
Characterisation of overloads in fatigue by 2D strain mapping at the surface and in the bulk,21.88
Thorium isotope evidence for melting of the mafic oceanic crust beneath the Izu arc,10.35
"Changes over time in absolute and relative socioeconomic differences in smoking: A comparison of cohort studies from Britain, Finland, and Japan",12.87
ALMA OBSERVATIONS of HCN and ITS ISOTOPOLOGUES on TITAN,13.83
Extending the Characterization Bandwidth of Dynamic Nonlinear Transmitters With Application to Digital Predistortion,10.09
Maintaining surgical skills for military general surgery: The potential role for multivisceral organ retrieval in military general surgery training and practice,3.12
3.46 Ga Apex chert ‘microfossils’ reinterpreted as mineral artefacts produced during phyllosilicate exfoliation,17.68
"The Rhaetian (Late Triassic) vertebrates of Hampstead Farm Quarry, Gloucestershire, UK",8.9
Network inoculation: Heteroclinics and phase transitions in an epidemic model,3.57
Distress in long-term head and neck cancer carers: a qualitative study of carers' perspectives,8.21
"The Late Cryogenian Warm Interval, NE Svalbard: Chemostratigraphy and genesis",12.71
"Usage, adherence and attrition: How new mothers engage with a nurse-moderated web-based intervention to support maternal and infant health. A 9-month observational study",5.09
"Quality of life of advanced chronic heart failure: Medical care, mechanical circulatory support and transplantation",8.7
Simultaneous soil moisture and properties estimation for a drip irrigated field by assimilating cosmic-ray neutron intensity,13.56
Psychosocial interventions following self-harm in adults: a systematic review and meta-analysis,Journal Not Found
Elasticity in portion selection is predicted by severity of anorexia and food type in adolescents,7.94
Impacts of climate extremes in Brazil the development of a web platform for understanding long-term sustainability of ecosystems and human health in amazonia (pulse-Brazil),13.04
Severe selenium depletion in the Phanerozoic oceans as a factor in three global mass extinction events,27.68
Species roles in plant–pollinator communities are conserved across native and alien ranges,19.27
Genetic risk scores link body fat distribution with specific cardiometabolic profiles,7.13
Exploiting knowledge of jump-up and jump-down frequencies to determine the parameters of a Duffing oscillator,7.87
Consensus on the Diagnosis and Management of Nonparaneoplastic Autoimmune Retinopathy Using a Modified Delphi Approach,31.14
Reduced risk of myocardial infarct and revascularization following coronary artery bypass grafting compared with percutaneous coronary intervention in patients with chronic kidney disease,15.07
Polygenic risk of psychosis and ventral striatal activation during reward processing in healthy adolescents,20.78
Doublesex and mab-3 related transcription factor 1 (DMRT1) is a sex-specific genetic determinant of childhood-onset asthma and is expressed in testis and macrophages,17.44
"Meta-analysis of 375,000 individuals identifies 38 susceptibility loci for migraine",121.62
Structural and functional analysis of cell wall-anchored polypeptide adhesin BspA in Streptococcus agalactiae,14.54
"Middle Holocene hunting and herding at Gueldaman Cave, Algeria: An integrated study of the vertebrate fauna and pottery lipid residues",6.53
A silicon-on-insulator surface plasmon interferometer for hydrogen detection,4.53
Solvent Dependence of the Single Molecule Conductance of Oligoyne-Based Molecular Wires,25.08
Transmission of predictable sensory signals to the cerebellum via climbing fiber pathways is gated during exploratory behavior,9.39
Flow structures and red blood cell dynamics in arteriole of dilated or constricted cross section,11.27
Prompt impact of first prospective statin mega-trials on postoperative lipid management of CABG patients: A 20-year follow-up in a single hospital,3.96
Computing minimal and maximal suffixes of a substring,3.58
Role of adiponectin in coronary heart disease risk,35.98
Non-additivity of pair interactions in charged colloids,8
3D Bioprinting Using a Templated Porous Bioink,38.81
The evolution of methods for establishing evolutionary timescales,21.02
Synaptic plasticity in the anterior cingulate cortex in acute and chronic pain,94.15
Tectonic blocks and molecular clocks,20.02
Predicting virological decay in patients starting combination antiretroviral therapy,6.23
Assessment of microcapsule - Catalyst particles healing system in high performance fibre reinforced polymer composite,7.88
Entrainment and Control of Bacterial Populations: An in Silico Study over a Spatially Extended Agent Based Model,Journal Not Found
A tracer-based simulation approach to quantify seasonal dynamics of surface-groundwater interactions in the Pantanal wetland,7.65
Novel Diels-Alder based self-healing epoxies for aerospace composites,15.88
Winding light beams along elliptical helical trajectories,Journal Not Found
Early immature neuronal death is partially involved in memory impairment induced by cerebral ischemia,4.61
Dynamical Effects and Product Distributions in Simulated CN + Methane Reactions,9.25
Collision Cross Sections for O + Ar+ Collisions in the Energy Range 0.03-500 eV,4.25
Routine use of patient reported outcome measures (PROMs) for improving treatment of common mental health disorders in adults,26.03
Water: A Tale of Two Liquids,175.58
Photonic Torque Microscopy of the Nonconservative Force Field for Optically Trapped Silicon Nanowires,22.57
Morphing hybrid honeycomb (MOHYCOMB) with in situ Poisson's ratio modulation,4.88
L1 track finding for a time multiplexed trigger,5.98
A 3D diamond detector for particle tracking,7.98
Evaporation of water: Evaporation rate and collective effects,31.83
Rethinking the assessment of risk of bias due to selective reporting: A cross-sectional study,11.02
